user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
A1956,"['Avery  Business Card Pages, Pack of 10 (76009), Clear', 'Prismacolor 3598T Premier Colored Pencils, Soft Core, 48 Pack', 'LD Compatible Ink Cartridge Replacement for Brother LC61M (Magenta)', 'LD Compatible Ink Cartridge Replacement for Brother LC61Y (Yellow)']","Prismacolor 73201 Magic Rub Vinyl Drafting Erasers, 12-Count","[2360, 40, 2904, 2905]",136,"['<a_127><b_85><c_218>', '<a_116><b_126><c_129>', '<a_183><b_187><c_18>', '<a_183><b_187><c_0>']",<a_195><b_116><c_163>
A1979,"[""Elmer's Disappearing Purple School Glue Stick, 0.21 oz, Single Stick (E513)"", 'Better Office Products 81450 Sheet Protectors, 100 Count', 'Smead Organized Up Poly Translucent Slash File Jacket, Three-Hole Punched, Letter Size, Clear, 5 per Pack (89506)', 'Avery Binder Pockets, Assorted Colors, 8.5"" x 11"", Acid-Free, Durable, 5 Slash Jackets (75254)', 'Avery Economy Clear Sheet Protectors, 8.5"" x 11"", Acid-Free, Archival Safe, Top Loading, 50ct (74090)', 'LolliZ 70 Gel Pens Tray Set, 70 Unique Color Choices!']","LINC Metallic Glitter Gel Pens, Sparkle Shine &ndash; Pack of 10 Assorted Colors","[654, 1703, 505, 2389, 248, 132]",18,"['<a_131><b_189><c_18>', '<a_67><b_9><c_170>', '<a_187><b_153><c_1>', '<a_187><b_89><c_63>', '<a_67><b_189><c_12>', '<a_53><b_102><c_228>']",<a_53><b_4><c_29>
A2401,"['Scotch Desk Tape Dispenser, 1in. Core, Black', 'Scotch Magic Tape, Standard Width, Versatile, Matte Finish, Trusted Favorite, 3/4 x 1000 Inches, Boxed, 6 Rolls (810K6)', 'Avery Shipping Address Labels, Inkjet Printers, 100 Labels, Full Sheet Labels, Permanent Adhesive, TrueBlock (8465), White', 'Scotch Magic Tape, Standard Width, Writeable, Trusted Favorite, 3/4 x 1000 Inches, Cabinet Pack, 18 Rolls (810K18CP)', 'Sharpie 38201 Permanent Markers, Chisel Tip, Black, 12 Count']","Paper Mate Profile Retractable Ballpoint Pens, Bold Point, Blue, 12-Count","[337, 289, 610, 151, 459]",827,"['<a_130><b_126><c_131>', '<a_130><b_19><c_173>', '<a_186><b_140><c_9>', '<a_130><b_19><c_113>', '<a_102><b_135><c_91>']",<a_255><b_155><c_204>
A2441,"['uni-ball Roller Pens, Fine Point (0.7mm), Red, 12 Count', 'uni-ball ONYX Rollerball Pen, Micro Point (0.5mm), Black, 12 Count', 'Sargent Art 22-7212 12-Count Assorted Colored Pencils', 'Sargent Art 22-7212 12-Count Assorted Colored Pencils', 'Sargent Art 22-7224 24-Count Assorted Colored Pencils"" />']",Waterman S0112881 Convertor for Fountain Pens (56010W),"[904, 2873, 55, 55, 56]",1128,"['<a_255><b_37><c_3>', '<a_255><b_64><c_133>', '<a_116><b_51><c_22>', '<a_116><b_51><c_22>', '<a_116><b_51><c_32>']",<a_230><b_202><c_93>
A3081,"['Avery Round Labels, Glossy White, 2-inch size, 120 Labels &ndash; Great for Canning Labels and Mason Jars (22807)']",MFLABEL 1600 Shipping Labels White Blank Half Page Self Adhesive for Laser Inkjet Printer,[251],375,['<a_186><b_253><c_4>'],<a_117><b_85><c_61>
A3190,"['Neenah Exact Index Card Stock, 8.5 x 11 Inch, 90 lb, White, 250 Sheets (40311)', 'Pentel Super Hi-Polymer Lead Refill, 0.5mm, Fine, 2H, 144 Pieces of Lead (C505-2H)']","Pentel P209G Sharp Mechanical Drafting Pencil, 0.9 mm, Yellow Barrel","[750, 473]",860,"['<a_67><b_170><c_16>', '<a_160><b_192><c_136>']",<a_160><b_119><c_73>
A3190,"['Neenah Exact Index Card Stock, 8.5 x 11 Inch, 90 lb, White, 250 Sheets (40311)', 'Pentel Super Hi-Polymer Lead Refill, 0.5mm, Fine, 2H, 144 Pieces of Lead (C505-2H)', 'Pentel P209G Sharp Mechanical Drafting Pencil, 0.9 mm, Yellow Barrel']","Pentel Hi-polymer Block Eraser, Large, 3 Pack, White (ZEH10BP3-K6)","[750, 473, 860]",401,"['<a_67><b_170><c_16>', '<a_160><b_192><c_136>', '<a_160><b_119><c_73>']",<a_195><b_55><c_77>
A3190,"['Neenah Exact Index Card Stock, 8.5 x 11 Inch, 90 lb, White, 250 Sheets (40311)', 'Pentel Super Hi-Polymer Lead Refill, 0.5mm, Fine, 2H, 144 Pieces of Lead (C505-2H)', 'Pentel P209G Sharp Mechanical Drafting Pencil, 0.9 mm, Yellow Barrel', 'Pentel Hi-polymer Block Eraser, Large, 3 Pack, White (ZEH10BP3-K6)']","Neenah Exact Vellum Bristol, 8.5"" x 11"", 67 lb/147 gsm, White, 94 Brightness, 250 Sheets (80211)","[750, 473, 860, 401]",200,"['<a_67><b_170><c_16>', '<a_160><b_192><c_136>', '<a_160><b_119><c_73>', '<a_195><b_55><c_77>']",<a_67><b_229><c_174>
A3190,"['Neenah Exact Index Card Stock, 8.5 x 11 Inch, 90 lb, White, 250 Sheets (40311)', 'Pentel Super Hi-Polymer Lead Refill, 0.5mm, Fine, 2H, 144 Pieces of Lead (C505-2H)', 'Pentel P209G Sharp Mechanical Drafting Pencil, 0.9 mm, Yellow Barrel', 'Pentel Hi-polymer Block Eraser, Large, 3 Pack, White (ZEH10BP3-K6)', 'Neenah Exact Vellum Bristol, 8.5"" x 11"", 67 lb/147 gsm, White, 94 Brightness, 250 Sheets (80211)']","Sharpie Water-Based Poster Paint Marker Extra Fine Point White, Pack of 3-35574","[750, 473, 860, 401, 200]",2076,"['<a_67><b_170><c_16>', '<a_160><b_192><c_136>', '<a_160><b_119><c_73>', '<a_195><b_55><c_77>', '<a_67><b_229><c_174>']",<a_102><b_91><c_226>
A3190,"['Neenah Exact Index Card Stock, 8.5 x 11 Inch, 90 lb, White, 250 Sheets (40311)', 'Pentel Super Hi-Polymer Lead Refill, 0.5mm, Fine, 2H, 144 Pieces of Lead (C505-2H)', 'Pentel P209G Sharp Mechanical Drafting Pencil, 0.9 mm, Yellow Barrel', 'Pentel Hi-polymer Block Eraser, Large, 3 Pack, White (ZEH10BP3-K6)', 'Neenah Exact Vellum Bristol, 8.5"" x 11"", 67 lb/147 gsm, White, 94 Brightness, 250 Sheets (80211)', 'Sharpie Water-Based Poster Paint Marker Extra Fine Point White, Pack of 3-35574']",Artlicious - 120 Premium Distinct Colored Pencils for Adult Coloring Books - Bonus Sharpener - Color Names on Pencils,"[750, 473, 860, 401, 200, 2076]",2719,"['<a_67><b_170><c_16>', '<a_160><b_192><c_136>', '<a_160><b_119><c_73>', '<a_195><b_55><c_77>', '<a_67><b_229><c_174>', '<a_102><b_91><c_226>']",<a_116><b_69><c_141>
A3497,"['Paper Mate InkJoy 300RT Retractable Ballpoint Pens, Medium Point, Black, 36-Count', 'Paper Mate InkJoy 700RT Retractable Ballpoint Pens, Fine Point, White Barrel, Blue Ink, Box of 12 (1951354)', 'Paper Mate InkJoy 700RT Retractable Ballpoint Pens, Medium Point, White Barrel, Blue Ink, Box of 12 (1951346)']","Five Star 2 Pocket Folders, Stay-Put Tabs, Binder Folders with Pockets, 9-1/2"" x 11-3/4"", Assorted Colors, 4 Pack (38065)","[370, 2008, 181]",2493,"['<a_255><b_127><c_181>', '<a_255><b_70><c_41>', '<a_255><b_70><c_71>']",<a_187><b_219><c_63>
A4059,['Faber Castell F110012 Polychromos Colour Pencils Tin Of 12'],HP 564 Ink Cartridges: Cyan Magenta & Yellow 3 Ink Cartridge,[3150],1106,['<a_116><b_130><c_163>'],<a_60><b_203><c_221>
A4090,"['Swingline Stapler, Eco Version Desktop Stapler, 15 Sheet Capacity, Black (7054501)', 'BIC Brite Liner Highlighter, Chisel Tip, Assorted Colors, 5-Count', 'Papermate 300 Ballpoint Pens, Red Ink, Medium Point 1.0mm, Dozen - 1760303', 'Vintage Wood Chevron Unique Custom Mouse Pad Mousepad', 'DecoBros Mesh Desk Organizer with Double Tray and 5 Stacking Sorter Sections, Black']","Prismacolor 3598T Premier Colored Pencils, Soft Core, 48 Pack","[912, 527, 1021, 7, 796]",40,"['<a_39><b_99><c_241>', '<a_14><b_33><c_21>', '<a_255><b_173><c_61>', '<a_123><b_66><c_108>', '<a_66><b_130><c_135>']",<a_116><b_126><c_129>
A4090,"['Swingline Stapler, Eco Version Desktop Stapler, 15 Sheet Capacity, Black (7054501)', 'BIC Brite Liner Highlighter, Chisel Tip, Assorted Colors, 5-Count', 'Papermate 300 Ballpoint Pens, Red Ink, Medium Point 1.0mm, Dozen - 1760303', 'Vintage Wood Chevron Unique Custom Mouse Pad Mousepad', 'DecoBros Mesh Desk Organizer with Double Tray and 5 Stacking Sorter Sections, Black', 'Prismacolor 3598T Premier Colored Pencils, Soft Core, 48 Pack']","Ticonderoga Wood-Cased Graphite Pencils, #2 HB Soft, Pre-Sharpened, Yellow, 30 Count (13830)","[912, 527, 1021, 7, 796, 40]",969,"['<a_39><b_99><c_241>', '<a_14><b_33><c_21>', '<a_255><b_173><c_61>', '<a_123><b_66><c_108>', '<a_66><b_130><c_135>', '<a_116><b_126><c_129>']",<a_216><b_8><c_171>
A4090,"['Swingline Stapler, Eco Version Desktop Stapler, 15 Sheet Capacity, Black (7054501)', 'BIC Brite Liner Highlighter, Chisel Tip, Assorted Colors, 5-Count', 'Papermate 300 Ballpoint Pens, Red Ink, Medium Point 1.0mm, Dozen - 1760303', 'Vintage Wood Chevron Unique Custom Mouse Pad Mousepad', 'DecoBros Mesh Desk Organizer with Double Tray and 5 Stacking Sorter Sections, Black', 'Prismacolor 3598T Premier Colored Pencils, Soft Core, 48 Pack', 'Ticonderoga Wood-Cased Graphite Pencils, #2 HB Soft, Pre-Sharpened, Yellow, 30 Count (13830)']","Texas Instruments TI-84 Plus CE Graphing Calculator, Black","[912, 527, 1021, 7, 796, 40, 969]",293,"['<a_39><b_99><c_241>', '<a_14><b_33><c_21>', '<a_255><b_173><c_61>', '<a_123><b_66><c_108>', '<a_66><b_130><c_135>', '<a_116><b_126><c_129>', '<a_216><b_8><c_171>']",<a_183><b_155><c_229>
A4090,"['Swingline Stapler, Eco Version Desktop Stapler, 15 Sheet Capacity, Black (7054501)', 'BIC Brite Liner Highlighter, Chisel Tip, Assorted Colors, 5-Count', 'Papermate 300 Ballpoint Pens, Red Ink, Medium Point 1.0mm, Dozen - 1760303', 'Vintage Wood Chevron Unique Custom Mouse Pad Mousepad', 'DecoBros Mesh Desk Organizer with Double Tray and 5 Stacking Sorter Sections, Black', 'Prismacolor 3598T Premier Colored Pencils, Soft Core, 48 Pack', 'Ticonderoga Wood-Cased Graphite Pencils, #2 HB Soft, Pre-Sharpened, Yellow, 30 Count (13830)', 'Texas Instruments TI-84 Plus CE Graphing Calculator, Black']","Texas Instruments TI-84 PLUS CE Graphing Calculator,  Black (Frustration-Free Packaging) (84PLCE/PWB/2L1/A)","[912, 527, 1021, 7, 796, 40, 969, 293]",294,"['<a_39><b_99><c_241>', '<a_14><b_33><c_21>', '<a_255><b_173><c_61>', '<a_123><b_66><c_108>', '<a_66><b_130><c_135>', '<a_116><b_126><c_129>', '<a_216><b_8><c_171>', '<a_183><b_155><c_229>']",<a_183><b_239><c_219>
A4135,"['Paper Mate 56047PP Clearpoint 0.7mm Mechanical Pencil Starter Set, Assorted Colors']","Paper Mate 1799404 Clearpoint Elite 0.7mm Mechanical Pencil Starter Set, 2 Mechanical Pencils",[332],2695,['<a_160><b_127><c_253>'],<a_160><b_127><c_24>
A4294,"['Maped Study Metal Compass with Universal Holder (119410TA)', 'Maped Study Metal Compass with Universal Holder (119410TA)']","VTech CS6124 DECT 6.0 Cordless Phone with Answering System and Caller ID/Call Waiting, White with 1 Handset","[824, 824]",428,"['<a_122><b_238><c_21>', '<a_122><b_238><c_21>']",<a_253><b_52><c_169>
A4872,"['School Smart Railroad Boards, 22 x 28 Inches, 6-Ply, White, Pack of 25']",Scotch Packaging Tape Hand Dispenser DP300-RD,[2591],1258,['<a_81><b_115><c_77>'],<a_130><b_140><c_81>
A4872,"['School Smart Railroad Boards, 22 x 28 Inches, 6-Ply, White, Pack of 25', 'Scotch Packaging Tape Hand Dispenser DP300-RD']","Ampad 20-208 Evidence 3"" x 5"" Narrow Perforated Writing Pads - White (12 Pads of 50 Sheets Each)","[2591, 1258]",154,"['<a_81><b_115><c_77>', '<a_130><b_140><c_81>']",<a_78><b_244><c_251>
A4872,"['School Smart Railroad Boards, 22 x 28 Inches, 6-Ply, White, Pack of 25', 'Scotch Packaging Tape Hand Dispenser DP300-RD', 'Ampad 20-208 Evidence 3"" x 5"" Narrow Perforated Writing Pads - White (12 Pads of 50 Sheets Each)']","Ampad 20-208 Evidence 3"" x 5"" Narrow Perforated Writing Pads - White (12 Pads of 50 Sheets Each)","[2591, 1258, 154]",154,"['<a_81><b_115><c_77>', '<a_130><b_140><c_81>', '<a_78><b_244><c_251>']",<a_78><b_244><c_251>
A4890,"[""DYMO 3D Plastic Embossing Labels for Embossing Label Makers, White print on Red, 3/8'' x 9.8', 1-roll pack (520102)""]","Sharpie 35109PP Mini Permanent Markers, Fine Point, Assorted Colors, 8-Count",[1380],1101,['<a_117><b_128><c_225>'],<a_102><b_37><c_154>
A4890,"[""DYMO 3D Plastic Embossing Labels for Embossing Label Makers, White print on Red, 3/8'' x 9.8', 1-roll pack (520102)"", 'Sharpie 35109PP Mini Permanent Markers, Fine Point, Assorted Colors, 8-Count']","Zebra SL-F1 Mini Ballpoint Pen, 0.7 mm, Pink Body, Black Ink (BA55-P)","[1380, 1101]",1574,"['<a_117><b_128><c_225>', '<a_102><b_37><c_154>']",<a_3><b_247><c_229>
A4890,"[""DYMO 3D Plastic Embossing Labels for Embossing Label Makers, White print on Red, 3/8'' x 9.8', 1-roll pack (520102)"", 'Sharpie 35109PP Mini Permanent Markers, Fine Point, Assorted Colors, 8-Count', 'Zebra SL-F1 Mini Ballpoint Pen, 0.7 mm, Pink Body, Black Ink (BA55-P)']","Crafter's Companion SPECN-6 Spectrum Noir Marker Storage Trays, 6/Pack","[1380, 1101, 1574]",147,"['<a_117><b_128><c_225>', '<a_102><b_37><c_154>', '<a_3><b_247><c_229>']",<a_248><b_46><c_183>
A4890,"[""DYMO 3D Plastic Embossing Labels for Embossing Label Makers, White print on Red, 3/8'' x 9.8', 1-roll pack (520102)"", 'Sharpie 35109PP Mini Permanent Markers, Fine Point, Assorted Colors, 8-Count', 'Zebra SL-F1 Mini Ballpoint Pen, 0.7 mm, Pink Body, Black Ink (BA55-P)', ""Crafter's Companion SPECN-6 Spectrum Noir Marker Storage Trays, 6/Pack""]",Aketek Set of 5 Green Waterproof/All Weather/Shower/Aqua Notes/Notepad/Notebook,"[1380, 1101, 1574, 147]",2596,"['<a_117><b_128><c_225>', '<a_102><b_37><c_154>', '<a_3><b_247><c_229>', '<a_248><b_46><c_183>']",<a_197><b_203><c_244>
A4960,"['Avery Heavyweight Diamond Clear Sheet Protectors, 8.5"" x 11"", Acid-Free, Archival Safe, Easy Load, 200ct (74400)']","Avery Heavyweight Diamond Clear Sheet Protectors, 8.5"" x 11"", Acid-Free, Archival Safe, Easy Load, 200ct (74400)",[741],741,['<a_67><b_189><c_49>'],<a_67><b_189><c_49>
A4960,"['Avery Heavyweight Diamond Clear Sheet Protectors, 8.5"" x 11"", Acid-Free, Archival Safe, Easy Load, 200ct (74400)', 'Avery Heavyweight Diamond Clear Sheet Protectors, 8.5"" x 11"", Acid-Free, Archival Safe, Easy Load, 200ct (74400)']","AmazonBasics 3-Ring Binder, 2 Inch - 4-Pack (White)","[741, 741]",394,"['<a_67><b_189><c_49>', '<a_67><b_189><c_49>']",<a_204><b_38><c_198>
A5119,"['Sharpie Liquid Highlighters, Chisel Tip, Assorted Colors, 10 Count']",Sakura 58350 10-Piece Blister Card Souffle Assorted Color 3-Dimensional Opaque Ink Pen Set,[112],245,['<a_102><b_13><c_0>'],<a_1><b_68><c_192>
A5119,"['Sharpie Liquid Highlighters, Chisel Tip, Assorted Colors, 10 Count', 'Sakura 58350 10-Piece Blister Card Souffle Assorted Color 3-Dimensional Opaque Ink Pen Set']","Sharpie Liquid Highlighters, Chisel Tip, Assorted Colors, 10 Count","[112, 245]",118,"['<a_102><b_13><c_0>', '<a_1><b_68><c_192>']",<a_102><b_13><c_0>
A5137,"['Arthur Imaging Compatible High Yield Toner Cartridge Replacement for Brother TN630 TN660 (Black, 1-Pack)']","Safco Products Onyx Mesh 3 Tray Desktop Organizer 3271WH, White Powder Coat Finish, Durable Steel Mesh Construction",[3066],2709,['<a_41><b_26><c_24>'],<a_99><b_48><c_161>
A5470,"['Avery 1"" Durable View 3 Ring Binder, Slant Ring, Holds 8.5"" x 11"" Paper, 1 White Binder (17011)', 'Avery Sticker Project Paper, Repositionable Adhesive, Matte Clear, 8-1/2"" x 11"", 3 Labels (53203) (Packaging may vary)', 'Avery Sticker Project Paper, Repositionable Adhesive, Matte Clear, 8-1/2"" x 11"", 3 Labels (53203) (Packaging may vary)', 'Paper Mate InkJoy 300RT Retractable Ballpoint Pens, Medium Point, Black, 36-Count', 'Paper Mate InkJoy 300RT Retractable Ballpoint Pens, Medium Point, Assorted, 4 Pack (1945906)']",Fiskars 12-27457097J Gel Pen 48-Piece-Set,"[981, 268, 268, 370, 372]",916,"['<a_18><b_3><c_78>', '<a_170><b_68><c_124>', '<a_170><b_68><c_124>', '<a_255><b_127><c_181>', '<a_255><b_127><c_247>']",<a_53><b_75><c_0>
A5470,"['Avery 1"" Durable View 3 Ring Binder, Slant Ring, Holds 8.5"" x 11"" Paper, 1 White Binder (17011)', 'Avery Sticker Project Paper, Repositionable Adhesive, Matte Clear, 8-1/2"" x 11"", 3 Labels (53203) (Packaging may vary)', 'Avery Sticker Project Paper, Repositionable Adhesive, Matte Clear, 8-1/2"" x 11"", 3 Labels (53203) (Packaging may vary)', 'Paper Mate InkJoy 300RT Retractable Ballpoint Pens, Medium Point, Black, 36-Count', 'Paper Mate InkJoy 300RT Retractable Ballpoint Pens, Medium Point, Assorted, 4 Pack (1945906)', 'Fiskars 12-27457097J Gel Pen 48-Piece-Set']","Sharpie Clear View Highlighter, Chisel Tip, 12-Pack, Yellow (1897847)","[981, 268, 268, 370, 372, 916]",1817,"['<a_18><b_3><c_78>', '<a_170><b_68><c_124>', '<a_170><b_68><c_124>', '<a_255><b_127><c_181>', '<a_255><b_127><c_247>', '<a_53><b_75><c_0>']",<a_14><b_222><c_101>
A5470,"['Avery 1"" Durable View 3 Ring Binder, Slant Ring, Holds 8.5"" x 11"" Paper, 1 White Binder (17011)', 'Avery Sticker Project Paper, Repositionable Adhesive, Matte Clear, 8-1/2"" x 11"", 3 Labels (53203) (Packaging may vary)', 'Avery Sticker Project Paper, Repositionable Adhesive, Matte Clear, 8-1/2"" x 11"", 3 Labels (53203) (Packaging may vary)', 'Paper Mate InkJoy 300RT Retractable Ballpoint Pens, Medium Point, Black, 36-Count', 'Paper Mate InkJoy 300RT Retractable Ballpoint Pens, Medium Point, Assorted, 4 Pack (1945906)', 'Fiskars 12-27457097J Gel Pen 48-Piece-Set', 'Sharpie Clear View Highlighter, Chisel Tip, 12-Pack, Yellow (1897847)']",Fiskars 12-27457097J Gel Pen 48-Piece-Set,"[981, 268, 268, 370, 372, 916, 1817]",917,"['<a_18><b_3><c_78>', '<a_170><b_68><c_124>', '<a_170><b_68><c_124>', '<a_255><b_127><c_181>', '<a_255><b_127><c_247>', '<a_53><b_75><c_0>', '<a_14><b_222><c_101>']",<a_53><b_75><c_0>
A5555,"['Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Black, 12 Count  (Packaging may vary)']","Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Black, 12 Count  (Packaging may vary)",[1348],1349,['<a_255><b_211><c_0>'],<a_255><b_211><c_0>
A5555,"['Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Black, 12 Count  (Packaging may vary)', 'Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Black, 12 Count  (Packaging may vary)']","Pilot Metropolitan Collection Fountain Pen, Black Barrel, Classic Design, Medium Nib, Black Ink (91107)","[1348, 1349]",802,"['<a_255><b_211><c_0>', '<a_255><b_211><c_0>']",<a_238><b_224><c_26>
A5555,"['Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Black, 12 Count  (Packaging may vary)', 'Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Black, 12 Count  (Packaging may vary)', 'Pilot Metropolitan Collection Fountain Pen, Black Barrel, Classic Design, Medium Nib, Black Ink (91107)']","Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Assorted Colors, 14 Count","[1348, 1349, 802]",8,"['<a_255><b_211><c_0>', '<a_255><b_211><c_0>', '<a_238><b_224><c_26>']",<a_255><b_211><c_133>
A5555,"['Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Black, 12 Count  (Packaging may vary)', 'Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Black, 12 Count  (Packaging may vary)', 'Pilot Metropolitan Collection Fountain Pen, Black Barrel, Classic Design, Medium Nib, Black Ink (91107)', 'Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Assorted Colors, 14 Count']","Paper Mate 1928607 Flair Porous-Point Felt Tip Pen, Medium Tip, Limited Edition Tropical Vacation Colors, 16-Count","[1348, 1349, 802, 8]",9,"['<a_255><b_211><c_0>', '<a_255><b_211><c_0>', '<a_238><b_224><c_26>', '<a_255><b_211><c_133>']",<a_255><b_143><c_164>
A5740,"['Copic Sketch Marker, Oval Shaped Barrel, Medium Broad and Super Brush Nibs, E29 Burnt Umber (E29-S)', 'Copic Markers YR21-Various Sketch, Cream', 'Copic Markers YR21-Various Sketch, Cream', 'Copic Sketch Marker, Oval Shaped Barrel, Medium Broad and Super Brush Nibs, E41 Pearl White (E41-S)']","Copic Marker Copic Sketch Markers, Baby Skin Pink/Soft Sun (SM-E21S)","[2884, 2713, 2713, 2885]",2886,"['<a_116><b_131><c_3>', '<a_116><b_131><c_141>', '<a_116><b_131><c_141>', '<a_116><b_131><c_4>']",<a_116><b_131><c_6>
A5859,"['STAEDTLER calligraphy pen set, Complete 33 piece tin, ideal for all skill levels, 899 SM5', 'J Herbin 1670 Anniversary Bottled Fountain Pen Ink, 50ml - Red', 'Pilot Parallel Pen 2-Color Calligraphy Pen Set, with Black and Red Ink Cartridges, 6.0mm Nib (90053)', 'J. Herbin 1670 Anniversary Inks - Gold Sheen 50 ml Bottled - Emerald of Chivor (Emerald Green-Blue Ink)']","Sheaffer Calligraphy Mini Kit, 1 Viewpoint Pen with 3 Interchangeable Nib Grades (73403)","[691, 2566, 2943, 666]",2942,"['<a_116><b_27><c_241>', '<a_1><b_37><c_93>', '<a_230><b_139><c_162>', '<a_1><b_229><c_112>']",<a_188><b_144><c_74>
A6123,"['Paper Mate 70644 Point Guard Flair Porous Point Stick Pen, Assorted Colors, Medium, 16-Count', 'Fellowes 5221502 Self-Laminating Sheets, 3mil, 12 x 9 1/4 (Box of 50)', 'Fellowes 5221502 Self-Laminating Sheets, 3mil, 12 x 9 1/4 (Box of 50)', 'Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Assorted Colors, 14 Count', 'Paper Mate 1928607 Flair Porous-Point Felt Tip Pen, Medium Tip, Limited Edition Tropical Vacation Colors, 16-Count']",JAM PAPER Standard Size Colorful Staples - Emerald Green - 5000/box,"[6, 1001, 1001, 8, 9]",2373,"['<a_255><b_143><c_113>', '<a_76><b_231><c_225>', '<a_76><b_231><c_225>', '<a_255><b_211><c_133>', '<a_255><b_143><c_164>']",<a_7><b_208><c_76>
A6123,"['Paper Mate 70644 Point Guard Flair Porous Point Stick Pen, Assorted Colors, Medium, 16-Count', 'Fellowes 5221502 Self-Laminating Sheets, 3mil, 12 x 9 1/4 (Box of 50)', 'Fellowes 5221502 Self-Laminating Sheets, 3mil, 12 x 9 1/4 (Box of 50)', 'Paper Mate Flair Felt Tip Pens, Medium Point (0.7mm), Assorted Colors, 14 Count', 'Paper Mate 1928607 Flair Porous-Point Felt Tip Pen, Medium Tip, Limited Edition Tropical Vacation Colors, 16-Count', 'JAM PAPER Standard Size Colorful Staples - Emerald Green - 5000/box']","Pentel Graphgear 1000 Automatic Drafting Pencil, 0.3 mm, 0.4 mm, 0.5 mm, 0.7 mm, 0.9 mm 5pics Set","[6, 1001, 1001, 8, 9, 2373]",3225,"['<a_255><b_143><c_113>', '<a_76><b_231><c_225>', '<a_76><b_231><c_225>', '<a_255><b_211><c_133>', '<a_255><b_143><c_164>', '<a_7><b_208><c_76>']",<a_160><b_221><c_199>
A6718,"[""Elmer's Disappearing Purple School Glue, Washable, 30 Pack, 0.24-ounce sticks"", ""Elmer's Disappearing Purple School Glue, Washable, 30 Pack, 0.24-ounce sticks""]",Awesometoner Remanufactured Ink Cartridge Replacement for HP 21 and HP 22 (1 Black 1 Color 2 Pack),"[12, 12]",3001,"['<a_131><b_189><c_238>', '<a_131><b_189><c_238>']",<a_60><b_33><c_50>
A6718,"[""Elmer's Disappearing Purple School Glue, Washable, 30 Pack, 0.24-ounce sticks"", ""Elmer's Disappearing Purple School Glue, Washable, 30 Pack, 0.24-ounce sticks"", 'Awesometoner Remanufactured Ink Cartridge Replacement for HP 21 and HP 22 (1 Black 1 Color 2 Pack)']",Awesometoner Remanufactured Ink Cartridge Replacement for HP 21 and HP 22 (1 Black 1 Color 2 Pack),"[12, 12, 3001]",3001,"['<a_131><b_189><c_238>', '<a_131><b_189><c_238>', '<a_60><b_33><c_50>']",<a_60><b_33><c_50>
A6760,"[""Elmer's Disappearing Purple School Glue, Washable, 30 Pack, 0.24-ounce sticks"", 'Copic Markers YR21-Various Sketch, Cream', ""Elmer's Disappearing Purple School Glue, Washable, 30 Pack, 0.24-ounce sticks"", 'Copic Markers YR21-Various Sketch, Cream', 'Glue Dots Permanent Dot N&#39; Go Craft Dispenser with 200 (.375 Inch) Adhesive Dots (04484)', 'Neenah Exact Index Card Stock, 8.5 x 11 Inch, 90 lb, White, 250 Sheets (40311)']","Stabilo Point 88 Fineliner Pens, 0.4 mm - 25-Color Rollercase Set","[12, 2713, 12, 2713, 2831, 750]",600,"['<a_131><b_189><c_238>', '<a_116><b_131><c_141>', '<a_131><b_189><c_238>', '<a_116><b_131><c_141>', '<a_242><b_137><c_140>', '<a_67><b_170><c_16>']",<a_116><b_99><c_68>
A6760,"[""Elmer's Disappearing Purple School Glue, Washable, 30 Pack, 0.24-ounce sticks"", 'Copic Markers YR21-Various Sketch, Cream', ""Elmer's Disappearing Purple School Glue, Washable, 30 Pack, 0.24-ounce sticks"", 'Copic Markers YR21-Various Sketch, Cream', 'Glue Dots Permanent Dot N&#39; Go Craft Dispenser with 200 (.375 Inch) Adhesive Dots (04484)', 'Neenah Exact Index Card Stock, 8.5 x 11 Inch, 90 lb, White, 250 Sheets (40311)', 'Stabilo Point 88 Fineliner Pens, 0.4 mm - 25-Color Rollercase Set']","Stabilo Point 88 Fineliner Pens, 0.4 mm - 25-Color Rollercase Set","[12, 2713, 12, 2713, 2831, 750, 600]",600,"['<a_131><b_189><c_238>', '<a_116><b_131><c_141>', '<a_131><b_189><c_238>', '<a_116><b_131><c_141>', '<a_242><b_137><c_140>', '<a_67><b_170><c_16>', '<a_116><b_99><c_68>']",<a_116><b_99><c_68>
